TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial25,13,69,1,1,-8.34392266725435,-0.7115702750325597,-0.7115702750325597,1,0,1,3,5.0,7.0,7.0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,13,70,1,1,13.076822432187347,1.353036425272154,1.3530364252721538,1,0,1,3,5.0,7.0,7.0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,13,71,1,1,-13.403107530924608,-1.1991922937403048,-1.1991922937403048,1,0,1,3,5.0,8.0,8.0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,13,72,1,1,11.65680665265094,1.2161703135025077,1.2161703135025077,1,0,1,3,5.0,8.0,8.0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,13,73,2,0,-5.436992597998368,-0.4313901379532211,-0.431390137953221,1,0,1,3,6.0,9.0,11.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,13,74,2,0,6.579523019258188,0.7268038717570544,0.7268038717570544,0,0,1,3,6.0,9.0,11.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,13,75,2,0,0.7426209406931336,0.1642227344304163,0.1642227344304163,0,0,1,3,6.0,9.0,12.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,13,76,2,0,-0.1034330019553661,0.0826770818071171,0.0826770818071171,0,0,1,3,6.0,9.0,12.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,13,77,2,0,-4.67427076362319,-0.3578763268131624,-0.3578763268131624,0,0,1,3,6.0,10.0,10.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,13,78,2,0,-7.550339411821531,-0.6350819316621449,-0.6350819316621449,0,0,1,3,6.0,10.0,10.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,13,79,2,0,0.5288645232430274,0.1436201396256202,0.1436201396256202,0,0,1,3,6.0,10.0,10.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,13,80,2,0,-14.948181726083446,-1.3481119751511998,-1.3481119751511998,0,0,2,13,15.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,13,81,2,0,6.247425278013286,0.6947951242299596,0.6947951242299595,0,0,2,13,15.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,13,82,2,0,-3.494657118014757,-0.2441810176543079,-0.2441810176543079,0,0,2,13,15.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,13,83,2,0,11.978737260313272,1.2471991169604295,1.2471991169604295,0,0,2,14,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,13,84,2,0,3.6604619774708063,0.4454545089083381,0.445454508908338,0,0,2,14,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,14,69,1,1,18.85068934572553,1.909542011843432,1.909542011843432,1,0,1,3,5.0,7.0,7.0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,14,70,1,1,-14.515538121861091,-1.306412263961194,-1.306412263961194,1,0,1,3,5.0,7.0,7.0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,14,71,1,1,-9.83880489663784,-0.8556522783720252,-0.8556522783720251,1,0,1,3,5.0,8.0,8.0,5,5,0,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,14,72,1,1,-20.71334713631773,-1.9037788802508224,-1.9037788802508224,1,0,1,3,5.0,8.0,8.0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,14,73,1,1,-3.8220559034572936,-0.2757368633057229,-0.2757368633057229,1,0,1,3,6.0,9.0,11.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,14,74,1,1,-10.145900828612186,-0.8852512636476159,-0.8852512636476157,1,0,1,3,6.0,9.0,11.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,14,75,2,0,5.128408347650923,0.5869403394661576,0.5869403394661575,0,0,1,3,6.0,9.0,12.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,14,76,2,0,1.1119874673059194,0.1998235784800901,0.19982357848009,0,0,1,3,6.0,9.0,12.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,14,77,2,0,10.659509623010331,1.1200473205799295,1.1200473205799295,0,0,1,3,6.0,10.0,10.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,14,78,2,0,4.61408188525109,0.5373677473137777,0.5373677473137777,0,0,1,3,6.0,10.0,10.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,14,79,2,0,-11.527270459988197,-1.0183925238277154,-1.0183925238277154,0,0,1,3,6.0,10.0,10.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,14,80,2,0,8.801910932161912,0.941005429842764,0.941005429842764,0,0,2,13,15.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,14,81,2,0,7.405923565408604,0.8064552609499586,0.8064552609499585,0,0,2,13,15.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,14,82,2,0,23.168548864509884,2.3257124882704634,2.3257124882704634,0,0,2,13,15.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,14,83,2,0,3.793825836330296,0.4583085863599656,0.4583085863599656,0,0,2,14,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,14,84,2,0,-11.527474874782031,-1.0184122260440034,-1.0184122260440034,0,0,2,14,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,15,69,1,1,-15.7253114886746,-1.4230144730523455,-1.4230144730523453,1,0,1,3,5.0,7.0,7.0,5,5,0,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,15,70,1,1,5.999442827310984,0.6708937040458737,0.6708937040458736,1,0,1,3,5.0,7.0,7.0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,15,71,1,1,-5.8532624037065135,-0.4715116848933403,-0.4715116848933402,1,0,1,3,5.0,8.0,8.0,5,5,0,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,15,72,1,1,7.372808044185953,0.8032634706231995,0.8032634706231995,1,0,1,3,5.0,8.0,8.0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,15,73,1,1,3.1489446449894096,0.3961526705707626,0.3961526705707626,1,0,1,3,6.0,9.0,11.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,15,74,1,1,-3.1818226230977835,-0.2140289295129454,-0.2140289295129454,1,0,1,3,6.0,9.0,11.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,15,75,1,1,3.898895857314912,0.4684356042726921,0.4684356042726921,0,0,1,3,6.0,9.0,12.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,15,76,0,0,-10.77415346332472,-0.9458044607044912,-0.9458044607044912,1,0,1,3,6.0,9.0,12.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,15,77,0,0,-8.005417079546422,-0.6789439167416621,-0.6789439167416621,1,0,1,3,6.0,10.0,10.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,15,78,0,0,13.87754290206349,1.4302126784558262,1.4302126784558262,0,0,1,3,6.0,10.0,10.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,15,79,0,0,-6.043707139757631,-0.4898674179111963,-0.4898674179111962,0,0,1,3,6.0,10.0,10.0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial25,15,80,0,0,20.439139915921004,2.062642460735561,2.062642460735561,0,0,2,13,16.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,15,81,0,0,14.665057481300952,1.5061161014849198,1.50611610148492,0,0,2,13,16.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,15,82,0,0,-2.0791059652864288,-0.1077452223082748,-0.1077452223082748,0,0,2,13,16.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,15,83,0,0,10.154906571322028,1.071411904926856,1.071411904926856,0,0,2,14,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,15,84,0,0,-2.6548926578181744,-0.1632415674554059,-0.1632415674554058,0,0,2,14,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,16,69,1,1,-19.43266574120279,-1.7803423061711092,-1.780342306171109,1,0,1,4,,,,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,16,70,1,1,-3.3934360716928023,-0.2344249774475828,-0.2344249774475828,1,0,1,4,,,,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,16,71,1,1,-1.4502230222603036,-0.0471312739207873,-0.0471312739207873,1,0,1,4,,,,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,16,72,1,1,2.6189860155924167,0.3450733952207259,0.3450733952207258,1,0,1,4,,,,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,16,73,1,1,-8.745939864980464,-0.7503181055216444,-0.7503181055216444,1,0,1,4,,,,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,16,74,1,1,-19.10822610549417,-1.7490716737715903,-1.7490716737715903,1,0,1,4,,,,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,16,75,1,1,-18.206181387693707,-1.6621294334480337,-1.6621294334480334,1,0,1,4,,,,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,16,76,1,1,-7.657446059022424,-0.6454052467677385,-0.6454052467677385,1,0,1,4,,,,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,16,77,0,0,8.882491346958062,0.9487720534372812,0.9487720534372812,0,0,1,4,,,,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,16,78,0,0,-5.194210599603826,-0.4079899556406177,-0.4079899556406177,0,0,1,4,,,,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,16,79,0,0,-2.853572044980238,-0.1823909850897123,-0.1823909850897122,0,0,1,4,,,,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
Trial25,16,80,0,0,-12.236067968740238,-1.0867089189360677,-1.0867089189360677,0,0,2,13,16.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,16,81,0,0,-10.706880176606663,-0.939320424884783,-0.939320424884783,0,0,2,13,16.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,16,82,0,0,17.236025587129557,1.7539150437216118,1.7539150437216118,0,0,2,13,16.0,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,16,83,0,0,-0.2381279145807543,0.0696947127152697,0.0696947127152697,0,0,2,14,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial25,16,84,0,0,-4.232891563792629,-0.3153346482153875,-0.3153346482153875,0,0,2,14,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
