TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_TreeDepth6,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial51,2,1,0,0,-14.012887107323278,-0.737104397546697,-1.2179466864178552,0,0,1,3,5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,2,2,0,0,-10.247358020833326,-0.3490563057410336,-0.7791318537590253,0,0,1,3,5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,2,3,0,0,-7.106744368989463,0.7000380215879594,-0.4131413588178359,1,0,1,3,5,,,,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial51,2,4,0,0,-6.130587469783352,-0.1764587053291267,-0.2993851995809459,1,0,1,4,11,,,,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial51,2,5,0,0,-3.5767994535007834,1.0951869849955531,-0.0017802587422686,1,0,1,4,11,,,,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial51,2,6,1,1,-10.491051184261975,-1.4010909542422196,-0.8075305654072003,1,0,2,13,15,17.0,,,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial51,2,7,1,1,-6.199730429813341,-2.4223829241478416,-0.3074427542401182,1,0,2,13,15,18.0,,,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial51,2,8,2,0,12.163928480278246,3.5841935123418684,1.8325608751428613,0,0,2,14,19,21.0,,,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,2,9,2,0,3.466539585721823,-0.3931140354404011,0.819013199724121,0,0,2,14,19,21.0,,,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,2,10,2,0,0.4039984237629129,-0.5331852987699688,0.4621208595965648,0,0,2,14,19,21.0,,,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,2,11,2,0,5.080990667107932,0.8901751495892604,1.007152785116274,0,0,2,14,20,27.0,,,20,20,3,3,3,0,0,0,0,0,0,0,0,0,0
Trial51,2,12,2,0,-3.947264523500397,-0.8633494450078321,-0.0449522975086343,0,0,2,14,20,27.0,,,20,20,3,3,3,0,0,0,0,0,0,0,0,0,0
Trial51,3,1,0,0,-8.689130942186205,0.2180223416890729,-0.5975443161101327,0,0,1,3,5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,3,2,0,0,-5.68257347362646,0.8114725998662826,-0.2471760193470848,0,0,1,3,5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,3,3,0,0,-10.445023141308935,-0.950152095011895,-0.8021667008606436,0,0,1,3,5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,3,4,0,0,-5.784943325770453,-0.2294051189417392,-0.2591056601773856,0,0,1,4,11,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,3,5,0,0,-0.7106614792837788,-0.2038507324442802,0.3322242932463404,0,0,1,4,11,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,3,6,1,1,4.48652755284621,0.1827300781002633,0.9378771996633504,1,0,2,13,15,17.0,,,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial51,3,7,1,1,9.324520369379002,2.228378515389822,1.5016712799715717,1,0,2,13,15,18.0,,,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial51,3,8,2,0,-0.8587274870613923,-2.347438315327493,0.3149694642613492,0,0,2,14,19,21.0,,,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,3,9,2,0,-4.301539508406462,0.3868263167464676,-0.0862376294357017,0,0,2,14,19,21.0,,,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,3,10,2,0,-3.564063596353368,-0.4406259848810739,-0.0002960893481293,0,0,2,14,19,21.0,,,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,3,11,2,0,4.080420816682223,0.7859819466187391,0.8905516697369467,0,0,2,14,20,27.0,,,20,20,3,3,3,0,0,0,0,0,0,0,0,0,0
Trial51,3,12,2,0,-3.722088047841542,-0.4330002760407178,-0.0187114226633275,0,0,2,14,20,27.0,,,20,20,3,3,3,0,0,0,0,0,0,0,0,0,0
Trial51,4,1,0,0,-17.692370357716026,-0.8812651258680205,-1.6467341926902146,0,0,1,3,6,7.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,4,2,0,0,-12.13697274698054,0.10460024319369,-0.9993375541528796,0,0,1,3,6,7.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,4,3,0,0,-10.307567993012755,-0.4340394336033487,-0.7861484052872295,0,0,1,3,6,7.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,4,4,0,0,-0.4196439141724979,0.3521449806517944,0.3661379402271225,0,0,1,4,11,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,4,5,0,0,4.385199252995716,-0.9810940189475862,0.9260689358254668,0,0,1,4,11,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,4,6,1,1,14.418870867026657,1.4200823922928694,2.0953399277988245,1,0,2,13,15,17.0,,,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial51,4,7,1,1,15.523663422298071,0.4216747449258077,2.224086605657063,1,0,2,13,15,18.0,,,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial51,4,8,2,0,8.813874239161683,0.8088439643225207,1.4421632822819117,1,0,2,14,19,21.0,,,19,19,2,2,2,1,1,1,1,1,1,1,1,1,1
Trial51,4,9,2,0,-3.1013214948622974,-1.215982169915112,0.0536294263406316,0,0,2,14,19,21.0,,,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,4,10,2,0,0.5027246697066247,0.136831446197251,0.4736258938421527,0,0,2,14,19,21.0,,,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,4,11,2,0,6.5273222960242,0.4761068469629689,1.1757006192013046,0,0,2,14,20,27.0,,,20,20,3,3,3,0,0,0,0,0,0,0,0,0,0
Trial51,4,12,2,0,0.1109392424312769,-0.4465809306749282,0.4279692934656418,0,0,2,14,20,27.0,,,20,20,3,3,3,0,0,0,0,0,0,0,0,0,0
Trial51,5,1,0,0,-13.804014412394688,-0.429590226981039,-1.1936057678996752,0,0,1,3,6,7.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,5,2,0,0,-9.427869874775416,-0.1279401455200412,-0.6836330419271128,0,0,1,3,6,7.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,5,3,0,0,-4.319861403991779,0.3483887594686403,-0.0883727661882259,0,0,1,3,6,7.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,5,4,0,0,5.158220272179657,0.276376627140949,1.016152714594298,0,0,1,4,11,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,5,5,0,0,7.61797257004564,1.688819065092601,1.3027992304432503,0,0,1,4,11,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,5,6,1,1,2.0944489206121006,-1.2427635587940664,0.6591170146798809,0,0,2,13,15,17.0,,,13,13,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial51,5,7,1,1,1.0375191925917933,-1.3995500787510664,0.5359480174206663,0,0,2,13,15,18.0,,,13,13,1,1,1,0,0,0,0,0,0,0,0,0,0
Trial51,5,8,2,0,-0.1216871467434361,0.8213813616729789,0.4008602451239428,0,0,2,14,19,22.0,23.0,25.0,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,5,9,2,0,-6.555687637800011,-0.4383550167500635,-0.348924123542719,0,0,2,14,19,22.0,23.0,25.0,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,5,10,2,0,-1.025535207899229,-0.3957889061194551,0.2955305752169712,0,0,2,14,19,22.0,23.0,25.0,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,5,11,2,0,6.879608548782515,0.8971082439757094,1.2167541948081912,0,0,2,14,20,27.0,,,20,20,3,3,3,0,0,0,0,0,0,0,0,0,0
Trial51,5,12,2,0,5.084294035902287,0.3011528867220635,1.0075377422342278,0,0,2,14,20,27.0,,,20,20,3,3,3,0,0,0,0,0,0,0,0,0,0
Trial51,6,1,0,0,-17.391450677826732,-0.1549217340325928,-1.6116666056549334,0,0,1,3,6,7.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,6,2,0,0,-17.953136496717136,0.0025946889678222,-1.6771224985618671,0,0,1,3,6,7.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,6,3,0,0,-16.043178952569694,-1.2081077553921384,-1.454546153811923,0,0,1,3,6,7.0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,6,4,0,0,-3.2240497168492945,0.9130040600821548,0.039327328824784,0,0,1,4,12,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,6,5,0,0,-0.3977896973023624,-1.3389613268921927,0.3686847150092282,0,0,1,4,12,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,6,6,1,1,11.168753023163791,0.7382795001159606,1.71658839381304,1,0,2,13,15,17.0,,,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial51,6,7,1,1,17.528782173074724,2.4250202150871285,2.457752533836977,1,0,2,13,15,18.0,,,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial51,6,8,2,0,1.879366375688019,-0.930602804912054,0.6340524331055891,0,0,2,14,19,22.0,23.0,25.0,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,6,9,2,0,-4.4412410573627845,-0.3088355922717563,-0.1025177086541555,0,0,2,14,19,22.0,23.0,25.0,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,6,10,2,0,-1.7963099179514477,0.5290176108382961,0.2057085694269423,0,0,2,14,19,22.0,23.0,25.0,19,19,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial51,6,11,2,0,-3.849647059476194,-0.905716075847466,-0.0335764748403014,0,0,2,14,20,28.0,,,20,20,3,3,3,0,0,0,0,0,0,0,0,0,0
Trial51,6,12,2,0,-2.0660239825385287,0.5633195866238906,0.1742775196596871,0,0,2,14,20,28.0,,,20,20,3,3,3,0,0,0,0,0,0,0,0,0,0
Trial51,7,1,0,0,-16.953110325993112,-0.0104259536297469,-1.5605847407378357,0,0,1,3,6,8.0,9.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,7,2,0,0,-21.032642080324987,-0.6397881332679324,-2.0359917826131184,0,0,1,3,6,8.0,9.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,7,3,0,0,-17.604525813480194,0.3803276325482175,-1.636497254375984,0,0,1,3,6,8.0,9.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,7,4,0,0,-13.462340439427065,-0.43257592029986,-1.1537888912196907,0,0,1,4,12,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,7,5,0,0,-10.151692847259506,0.2569642858465299,-0.7679835406883101,0,0,1,4,12,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial51,7,6,1,1,-4.560888867864357,-0.2843405687661667,-0.1164608313169481,1,0,2,13,15,17.0,,,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1
