TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_TreeDepth6,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial26,2,1,0.0,0.0,9.52300352870194,2.4301542239825573,0.7313700598113945,0.0,0.0,1.0,3.0,,,,,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,2,2,0.0,0.0,21.79313910620624,0.9423425568152344,1.806822387732843,0.0,0.0,1.0,4.0,5.0,,,,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,2,3,0.0,0.0,-6.44393198645994,-1.1410711939068108,-0.668099233831501,0.0,0.0,1.0,4.0,5.0,,,,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,2,4,0.0,0.0,2.76154580842654,0.4043633003181051,0.1387420974322163,0.0,0.0,1.0,4.0,5.0,,,,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,2,5,0.0,0.0,-33.398189596229,-0.9775065541842454,-3.0305848731072675,0.0,0.0,1.0,4.0,5.0,,,,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,2,6,0.0,0.0,-11.157243021323156,0.3815257525187349,-1.0812113215214485,1.0,0.0,1.0,4.0,5.0,,,,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,2,7,1.0,1.0,-10.34367276827447,-1.1334937008265256,-1.009903550140913,1.0,0.0,2.0,15.0,17.0,19.0,,,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,2,8,1.0,1.0,1.3383774689507617,0.31418964119451,0.0140042985671905,1.0,0.0,2.0,15.0,17.0,19.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,2,9,1.0,1.0,-1.0838136282695972,-0.3632819721092732,-0.1982958050235214,1.0,0.0,2.0,15.0,17.0,19.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial26,2,11,1.0,1.0,-14.43870677395723,-1.7525133722173454,-1.3688249187363186,1.0,0.0,2.0,16.0,21.0,23.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,2,12,1.0,1.0,-6.257210336208581,-0.6902631771716811,-0.6517334624699916,1.0,0.0,2.0,16.0,21.0,23.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,3,1,0.0,0.0,-13.367021073414822,-2.755098678676185,-1.274893855451125,0.0,0.0,1.0,3.0,,,,,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,3,2,0.0,0.0,19.12850687026861,0.6448675789519114,1.5732728133950082,0.0,0.0,1.0,4.0,5.0,,,,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,3,3,0.0,0.0,2.9799842889409343,0.0293097257843412,0.1578877842009531,0.0,0.0,1.0,4.0,5.0,,,,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,3,4,0.0,0.0,-0.9777062634994346,-0.5481729093512852,-0.188995711171185,0.0,0.0,1.0,4.0,5.0,,,,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,3,5,0.0,0.0,-35.349499786029455,-1.911097807177876,-3.201613226694912,0.0,0.0,1.0,4.0,5.0,,,,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,3,6,0.0,0.0,-19.628137274560736,0.7850714110744985,-1.823667905369052,0.0,0.0,1.0,4.0,5.0,,,,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,3,7,1.0,1.0,-2.394254482446853,0.2889287573721832,-0.3131532699900945,1.0,0.0,2.0,15.0,17.0,19.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,3,8,1.0,1.0,-1.9495094650006264,-0.4000309600704992,-0.2741722773740948,1.0,0.0,2.0,15.0,17.0,19.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,3,9,1.0,1.0,1.9752186919196264,0.2126453478532876,0.0698221313394599,1.0,0.0,2.0,15.0,17.0,19.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,3,10,1.0,1.0,3.0426156777310105,-0.156008268820719,0.1633772975359753,1.0,0.0,2.0,16.0,21.0,23.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,3,11,1.0,1.0,-1.3625717566919524,0.7216250178113849,-0.2227283857595058,1.0,0.0,2.0,16.0,21.0,23.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,3,12,1.0,1.0,-1.5660476231308007,0.1594882471097601,-0.2405626299579714,1.0,0.0,2.0,16.0,21.0,23.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,4,1,0.0,0.0,-1.0933923683159943,0.6466974068777702,-0.1991353620289337,0.0,0.0,1.0,3.0,,,,,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,4,2,0.0,0.0,9.602201293974389,-0.5676573311181272,0.7383115822167855,0.0,0.0,1.0,4.0,6.0,7.0,9.0,9.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,4,3,0.0,0.0,12.18478150657475,0.5453714311264424,0.9646694642582038,0.0,0.0,1.0,4.0,6.0,7.0,10.0,10.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,4,4,0.0,0.0,2.348870739287558,0.1006841929754928,0.1025719702989567,0.0,0.0,1.0,4.0,6.0,8.0,11.0,11.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,4,5,0.0,0.0,-15.397339204201783,1.507617259195852,-1.4528470937331164,0.0,0.0,1.0,4.0,6.0,8.0,11.0,11.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,4,6,0.0,0.0,-40.46716278534345,-3.4162005735338994,-3.650165938387862,0.0,0.0,1.0,4.0,6.0,8.0,11.0,11.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial26,4,8,1.0,1.0,-0.2273810732496533,0.1298781192836231,-0.1232312403994317,1.0,0.0,2.0,15.0,17.0,20.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,4,9,1.0,1.0,2.289549029988265,-0.2053602711207469,0.0973725436129819,1.0,0.0,2.0,15.0,17.0,20.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,4,10,1.0,1.0,5.369772139708331,-0.0314439205150166,0.3673478094070432,1.0,0.0,2.0,16.0,21.0,23.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,4,11,1.0,1.0,1.9056882223450813,0.029071583605122,0.0637279276615064,1.0,0.0,2.0,16.0,21.0,23.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,4,12,1.0,1.0,0.7520088163015564,-0.352999137444491,-0.0373897164808497,1.0,0.0,2.0,16.0,21.0,23.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,5,1,0.0,0.0,2.391231579363272,1.0485566304551932,0.1062848114313446,0.0,0.0,1.0,3.0,,,,,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,5,2,0.0,0.0,8.395754934760433,-0.066168741549336,0.6325690223784282,0.0,0.0,1.0,4.0,6.0,7.0,9.0,9.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,5,3,0.0,0.0,15.193752650482702,0.9265599027427874,1.22839964074436,0.0,0.0,1.0,4.0,6.0,7.0,10.0,10.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,5,4,0.0,0.0,4.450511633648304,-0.2868016055380329,0.2867765031680955,0.0,0.0,1.0,4.0,6.0,8.0,11.0,11.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,5,5,0.0,0.0,-16.996090179787192,-1.015284489742407,-1.5929743521158417,0.0,0.0,1.0,4.0,6.0,8.0,11.0,11.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,5,6,0.0,0.0,-19.92671675767556,0.4055813329159145,-1.849837787368899,0.0,0.0,1.0,4.0,6.0,8.0,11.0,11.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,5,7,1.0,1.0,6.164936679776341,0.4635457579020084,0.4370423576290332,1.0,0.0,2.0,15.0,17.0,20.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,5,8,1.0,1.0,-0.3597485782693724,0.0022784257373552,-0.1348329819217993,1.0,0.0,2.0,15.0,17.0,20.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,5,9,1.0,1.0,5.43150150117283,0.0315243089359712,0.3727582618889059,1.0,0.0,2.0,15.0,17.0,20.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,5,10,1.0,1.0,8.508302344132035,0.3083612480089333,0.6424335729895989,1.0,0.0,2.0,16.0,21.0,24.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,5,11,1.0,1.0,4.856885695557536,0.4559236829115399,0.3223943598842371,1.0,0.0,2.0,16.0,21.0,24.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,5,12,1.0,1.0,7.710677822973249,0.3873106311907067,0.5725234124482496,1.0,0.0,2.0,16.0,21.0,24.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,6,1,0.0,0.0,-7.913855825645852,-1.357146358654222,-0.7969350567720377,0.0,0.0,1.0,3.0,,,,,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,6,2,0.0,0.0,8.745905463895658,0.5147683633898303,0.6632590012546028,0.0,0.0,1.0,4.0,6.0,7.0,9.0,9.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,6,3,0.0,0.0,7.235521380652408,-1.4890570579981222,0.5308769205416981,0.0,0.0,1.0,4.0,6.0,7.0,10.0,10.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,6,4,0.0,0.0,10.663051047984409,1.480462757576357,0.8312928969152678,0.0,0.0,1.0,4.0,6.0,8.0,11.0,11.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,6,5,0.0,0.0,-6.842603935669119,1.1196278769845296,-0.7030420160970903,0.0,0.0,1.0,4.0,6.0,8.0,11.0,11.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,6,6,0.0,0.0,-6.7504733464413285,1.273297381571021,-0.694966958080661,0.0,0.0,1.0,4.0,6.0,8.0,11.0,11.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial26,6,7,1.0,1.0,5.5463284947596,0.3715565118021905,0.3828226134016567,1.0,0.0,2.0,15.0,17.0,20.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,6,8,1.0,1.0,-0.6671006496701392,1.093250678727624,-0.1617717633714062,1.0,0.0,2.0,15.0,17.0,20.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,6,9,1.0,1.0,8.555680072409475,0.3592110805105906,0.6465861341284519,1.0,0.0,2.0,15.0,17.0,20.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial26,6,10,1.0,1.0,8.247764090175249,-0.0381689330806141,0.6195979270457904,1.0,0.0,2.0,16.0,21.0,24.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
