TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial5,1,1,0.0,0.0,5.060724079498619,0.258446506313536,0.6069595692924303,0.0,0.0,1.0,3.0,5.0,7.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial5,1,3,0.0,0.0,-2.1186974177234217,-0.1323351585490145,0.0880328890882955,0.0,0.0,1.0,3.0,5.0,7.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,1,4,0.0,0.0,-3.490257331974032,0.0066791555602489,-0.011103097464177,0.0,0.0,1.0,3.0,5.0,8.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,1,5,0.0,0.0,-16.043333016247022,-0.7596333880652508,-0.9184360759933754,0.0,0.0,1.0,3.0,5.0,8.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,1,6,0.0,0.0,-12.363804728741464,0.3496860813796985,-0.6524807480200453,0.0,0.0,1.0,4.0,11.0,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,1,7,0.0,0.0,-22.97305287175402,-1.3873710180256271,-1.4193143878120007,0.0,0.0,1.0,4.0,11.0,,,11.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial5,1,9,0.0,0.0,-1.9245040222313807,0.350506236761935,0.102069136170215,0.0,0.0,1.0,4.0,12.0,13.0,13.0,13.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial5,1,10,0.0,0.0,9.171758677011834,0.7425098193439768,0.9041040588195224,0.0,0.0,1.0,4.0,12.0,14.0,15.0,14.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial5,1,11,0.0,0.0,8.531664137782295,0.9472664470063552,0.8578381954226312,0.0,0.0,1.0,4.0,12.0,14.0,15.0,14.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial5,1,12,0.0,0.0,-7.338332853323685,-0.8631820056540306,-0.2892409747627068,0.0,0.0,1.0,4.0,12.0,14.0,15.0,14.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial5,2,1,0.0,0.0,14.499836459282776,1.0807165153796907,1.289216106704313,0.0,0.0,1.0,3.0,5.0,7.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial5,2,4,0.0,0.0,14.435141999066287,0.9059981917768458,1.2845400082915468,0.0,0.0,1.0,3.0,5.0,8.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,2,5,0.0,0.0,-2.150363938578436,0.1665333012468614,0.0857440413660569,0.0,0.0,1.0,3.0,5.0,8.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,2,6,0.0,0.0,-9.36932836870154,-0.4457203546107099,-0.4360407915323894,0.0,0.0,1.0,4.0,11.0,,,11.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,2,7,0.0,0.0,-7.25457234281566,0.7485552298205436,-0.28318678729552,0.0,0.0,1.0,4.0,11.0,,,11.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,2,8,0.0,0.0,-19.072916432560262,-0.4257467510527614,-1.1374135611900926,0.0,0.0,1.0,4.0,12.0,13.0,13.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,2,9,0.0,0.0,-24.284151178057463,-1.1159155323832248,-1.5140802253902186,0.0,0.0,1.0,4.0,12.0,13.0,13.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial5,2,11,0.0,0.0,-12.18854681384555,-1.0041840436609475,-0.6398131524496187,0.0,0.0,1.0,4.0,12.0,14.0,15.0,14.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial5,2,12,1.0,1.0,-1.869675802661177,0.8290185632108293,0.1060321053278385,1.0,0.0,1.0,4.0,12.0,14.0,15.0,14.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial5,3,1,0.0,0.0,-0.6869248254844208,-0.1014449029814351,0.1915210320236754,0.0,0.0,1.0,3.0,5.0,7.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,3,2,0.0,0.0,-12.246619714474578,-1.4611413942319114,-0.6440106462929467,0.0,0.0,1.0,3.0,5.0,7.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,3,3,0.0,0.0,20.29957612129109,1.6159302952413954,1.7084197500645415,0.0,0.0,1.0,3.0,5.0,7.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,3,4,0.0,0.0,10.071448181204245,0.0824467926600636,0.9691333773803174,0.0,0.0,1.0,3.0,5.0,8.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,3,5,0.0,0.0,-9.01483816348392,-0.5886010368537047,-0.410418333590668,0.0,0.0,1.0,3.0,5.0,8.0,8.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial5,3,7,0.0,0.0,-13.09123329117332,0.0365385138043303,-0.7050590914331588,0.0,0.0,1.0,4.0,11.0,,,11.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,3,8,0.0,0.0,-17.721849020459413,-0.3789583443356142,-1.0397587672537332,0.0,0.0,1.0,4.0,12.0,13.0,13.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,3,9,0.0,0.0,-14.570292148138254,0.4437072233599688,-0.8119650730318594,0.0,0.0,1.0,4.0,12.0,13.0,13.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,3,10,0.0,0.0,-16.638751874784006,-1.364594952569472,-0.961472793047958,0.0,0.0,1.0,4.0,12.0,14.0,15.0,14.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,3,11,1.0,1.0,-3.3151932117765,0.6907072040727233,0.0015504906768889,1.0,0.0,1.0,4.0,12.0,14.0,15.0,14.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial5,3,12,1.0,1.0,-10.281062111280766,-0.7077010381588646,-0.5019406644469128,1.0,0.0,1.0,4.0,12.0,14.0,15.0,14.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial5,4,1,0.0,0.0,10.094414371483596,0.5734467524527277,0.9707933675178532,0.0,0.0,1.0,3.0,6.0,9.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,4,2,0.0,0.0,3.19268295339744,-0.0225850916667556,0.4719380525271085,0.0,0.0,1.0,3.0,6.0,9.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,4,3,0.0,0.0,17.200415719551554,0.1706824102962866,1.484413258828849,0.0,0.0,1.0,3.0,6.0,9.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,4,4,0.0,0.0,13.081632828166924,0.5178480645802335,1.186708724677341,0.0,0.0,1.0,3.0,6.0,10.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,4,5,0.0,0.0,-4.476852310739935,0.2910537663593743,-0.0824139206600512,0.0,0.0,1.0,3.0,6.0,10.0,10.0,10.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,4,6,0.0,0.0,-19.953989155104907,-0.6784567946589876,-1.2010972637147903,0.0,0.0,1.0,4.0,11.0,,,11.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,4,7,0.0,0.0,-23.73381689742689,-0.4661183015856306,-1.4743022096600302,0.0,0.0,1.0,4.0,11.0,,,11.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,4,8,0.0,0.0,-16.791597834403817,-0.2865755440410676,-0.9725204584397744,0.0,0.0,1.0,4.0,12.0,13.0,13.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,4,9,0.0,0.0,-11.909753956843904,-1.0467875313375126,-0.6196620787447987,0.0,0.0,1.0,4.0,12.0,13.0,13.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial5,4,10,1.0,1.0,15.009009675676282,2.2590032885614098,1.3260190116367203,1.0,0.0,1.0,4.0,12.0,14.0,16.0,14.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial5,4,11,1.0,1.0,9.37551361222274,0.3110879722688464,0.918831411454427,1.0,0.0,1.0,4.0,12.0,14.0,16.0,14.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial5,4,12,1.0,1.0,1.2152379268575624,0.0231913890441088,0.3290088508768686,1.0,0.0,1.0,4.0,12.0,14.0,16.0,14.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial5,5,1,0.0,0.0,10.159445872701538,0.1067667470607011,0.9754938271647446,0.0,0.0,1.0,3.0,6.0,9.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
