TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial37,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial37,27,10,0.0,0.0,-0.7437490520474556,-0.1985916899962798,-0.2124940683387276,0.0,0.0,1.0,3.0,5.0,,,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial37,27,11,0.0,0.0,4.384202621158222,0.5596522524142751,0.4992041626828161,0.0,0.0,1.0,3.0,6.0,,,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial37,27,12,0.0,0.0,-1.4448949703806602,-0.3074905889002263,-0.3098047181978303,0.0,0.0,2.0,11.0,13.0,,,11.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial37,27,13,0.0,0.0,-1.8614524885847883,-0.4837330756876551,-0.3676179090618682,0.0,0.0,2.0,11.0,13.0,,,11.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial37,27,14,0.0,0.0,3.7774543777968974,0.5027719180108582,0.4149947787036307,0.0,0.0,2.0,11.0,13.0,,,11.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial37,27,15,0.0,0.0,-9.648484774817163,-1.394477389552388,-1.4483646586806502,0.0,0.0,2.0,11.0,13.0,,,11.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial37,27,16,0.0,0.0,6.838593443313412,0.8604813513112176,0.8398441916227494,0.0,0.0,2.0,11.0,13.0,,,11.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial37,28,9,0.0,0.0,15.756382357425748,2.089653324070716,2.07752640847361,0.0,0.0,1.0,3.0,5.0,,,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial37,28,10,0.0,0.0,0.1563555314196358,-0.0462226108200725,-0.0875703403841217,0.0,0.0,1.0,3.0,5.0,,,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial37,28,11,0.0,0.0,-1.054136234095264,-0.4406094907845254,-0.2555720890520337,0.0,0.0,1.0,3.0,6.0,,,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial37,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
