TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_TreeDepth6,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial32,16,53,1.0,1.0,-30.12493761618673,-2.276072864744812,-2.0408221088735834,1.0,0.0,1.0,3.0,,,,,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial32,16,54,1.0,1.0,4.000946622014139,-0.5570213934069743,-0.0949882111252344,1.0,0.0,1.0,3.0,,,,,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial32,16,55,1.0,1.0,10.742821850550849,0.0472879287899641,0.2894287687399072,1.0,0.0,1.0,3.0,,,,,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial32,16,56,1.0,1.0,-21.5407910730796,-2.1211842012685,-1.5513601154428225,1.0,0.0,1.0,3.0,,,,,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial32,16,57,1.0,1.0,19.65575460607572,0.7574226078426658,0.7976379205671834,1.0,0.0,1.0,3.0,,,,,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial32,16,58,1.0,1.0,-42.96562379188175,-2.6987060888845424,-2.772988995938345,1.0,0.0,1.0,3.0,,,,,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial32,16,59,1.0,1.0,29.81629026983535,1.2042705829608626,1.376984512023207,1.0,0.0,1.0,3.0,,,,,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial32,16,60,0.0,0.0,-4.433055786901275,-0.3645600557206711,-0.5758890917121764,0.0,0.0,2.0,17.0,19.0,21.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,16,61,0.0,0.0,0.1707754098337449,-0.3840089967144663,-0.31338187755213,0.0,0.0,2.0,17.0,19.0,21.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,16,62,0.0,0.0,6.239209701998998,0.2366419620663305,0.0326359741621845,0.0,0.0,2.0,17.0,19.0,21.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,16,63,0.0,0.0,-4.476857686177018,-0.4320435691743368,-0.5783866451763322,0.0,0.0,2.0,17.0,20.0,23.0,25.0,25.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,16,64,0.0,0.0,2.416156725835199,-0.0085600045417374,-0.1853518154576344,0.0,0.0,2.0,17.0,20.0,23.0,25.0,25.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,16,65,0.0,0.0,-4.57434930998171,-0.3625246500723749,-0.5839455489404535,0.0,0.0,2.0,17.0,20.0,23.0,25.0,25.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,16,66,0.0,0.0,5.090398218535589,0.144117480071377,-0.0328684479662636,0.0,0.0,2.0,17.0,20.0,24.0,27.0,27.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,16,67,0.0,0.0,3.882786383912452,-0.1004683378922367,-0.1017256247277486,0.0,0.0,2.0,17.0,20.0,24.0,27.0,27.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,16,68,0.0,0.0,-10.5139357189623,-0.8151451609639773,-0.922616585052751,0.0,0.0,2.0,17.0,20.0,24.0,27.0,27.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,17,53,1.0,1.0,-4.260448903744561,-0.654223046256575,-0.566047168734103,1.0,0.0,1.0,4.0,5.0,7.0,,,5.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial32,17,54,1.0,1.0,34.46349523531917,1.5131479053605787,1.641964867946128,1.0,0.0,1.0,4.0,5.0,8.0,,,5.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial32,17,55,1.0,1.0,18.85839851392331,0.5636671422391332,0.7521732374587083,1.0,0.0,1.0,4.0,6.0,9.0,11.0,11.0,6.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial32,17,56,1.0,1.0,29.15666860950172,1.2803809700603703,1.3393733492645454,1.0,0.0,1.0,4.0,6.0,9.0,11.0,11.0,6.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial32,17,57,1.0,1.0,2.6129761951572803,-0.4940272769754665,-0.1741293078598668,0.0,0.0,1.0,4.0,6.0,9.0,12.0,13.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,17,58,1.0,1.0,4.132481595380209,0.670384394882927,-0.0874881795325404,0.0,0.0,1.0,4.0,6.0,9.0,12.0,13.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,17,59,1.0,1.0,-10.877162124365244,-1.8924665868618105,-0.943327499010525,0.0,0.0,1.0,4.0,6.0,9.0,12.0,13.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,17,60,0.0,0.0,-10.43962531509636,-0.769920772207198,-0.9183794581320702,0.0,0.0,2.0,17.0,19.0,21.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,17,61,0.0,0.0,10.420087185112102,0.3307178775252868,0.2710266652923954,0.0,0.0,2.0,17.0,19.0,21.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,17,62,0.0,0.0,-4.914780925830434,-0.5004982445914204,-0.6033567200433011,0.0,0.0,2.0,17.0,19.0,21.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,17,63,0.0,0.0,5.127931403803768,0.3330217175029614,-0.0307283321622154,0.0,0.0,2.0,17.0,20.0,23.0,25.0,25.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial32,17,64,0.0,0.0,-7.622579105145955,-0.7013582071305021,-0.757753466184616,0.0,0.0,2.0,17.0,20.0,23.0,25.0,25.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
